pathway,53408,321846,78327,76758,2745498,287,587753,930166,47883,1114970,303,76760,317,2895471,2219225,107445,380021,2565368,294,2842346,76759
ec01100,0.15787610619469025,0.18194690265486727,0.13274336283185842,0.16707964601769912,0.00991150442477876,0.08389380530973452,0.24991150442477877,0.04247787610619469,0.17380530973451327,0.005309734513274336,0.13699115044247787,0.16920353982300884,0.18265486725663715,0.007433628318584071,0.03327433628318584,0.012389380530973451,0.15398230088495576,0.13451327433628318,0.1592920353982301,0.1415929203539823,0.1320353982300885
ec00620,0.32894736842105265,0.3026315789473684,0.2894736842105263,0.3157894736842105,0.013157894736842105,0.13157894736842105,0.4473684210526316,0.11842105263157894,0.34210526315789475,0.013157894736842105,0.27631578947368424,0.35526315789473684,0.34210526315789475,0.0,0.06578947368421052,0.013157894736842105,0.32894736842105265,0.3157894736842105,0.32894736842105265,0.27631578947368424,0.2894736842105263
ec00565,0.08695652173913043,0.0,0.0,0.0,0.0,0.043478260869565216,0.13043478260869565,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.0
ec01110,0.13353338334583645,0.15303825956489123,0.12228057014253563,0.15003750937734434,0.012003000750187547,0.06751687921980495,0.1980495123780945,0.0345086271567892,0.1485371342835709,0.003000750187546887,0.11627906976744186,0.14928732183045762,0.16204051012753187,0.008252063015753939,0.028507126781695424,0.010502625656414103,0.13653413353338334,0.11552888222055514,0.14028507126781695,0.12528132033008252,0.12378094523630907
ec00640,0.25,0.21153846153846154,0.17307692307692307,0.28846153846153844,0.019230769230769232,0.09615384615384616,0.38461538461538464,0.1346153846153846,0.3076923076923077,0.019230769230769232,0.17307692307692307,0.34615384615384615,0.21153846153846154,0.0,0.019230769230769232,0.019230769230769232,0.21153846153846154,0.2692307692307692,0.21153846153846154,0.23076923076923078,0.17307692307692307
ec00280,0.4166666666666667,0.5277777777777778,0.3888888888888889,0.5555555555555556,0.027777777777777776,0.1111111111111111,0.6944444444444444,0.1388888888888889,0.5555555555555556,0.027777777777777776,0.3888888888888889,0.5833333333333334,0.3611111111111111,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.3611111111111111,0.4166666666666667,0.4166666666666667,0.5,0.25
ec00785,0.6428571428571429,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.0,0.42857142857142855,0.7857142857142857,0.21428571428571427,0.7142857142857143,0.0,0.42857142857142855,0.5714285714285714,0.6428571428571429,0.0,0.0,0.0,0.6428571428571429,0.5,0.7142857142857143,0.42857142857142855,0.42857142857142855
ec00480,0.2564102564102564,0.28205128205128205,0.15384615384615385,0.23076923076923078,0.0,0.15384615384615385,0.28205128205128205,0.1282051282051282,0.23076923076923078,0.0,0.1794871794871795,0.28205128205128205,0.23076923076923078,0.02564102564102564,0.07692307692307693,0.0,0.20512820512820512,0.1794871794871795,0.28205128205128205,0.1794871794871795,0.20512820512820512
ec00061,0.3888888888888889,0.3888888888888889,0.2222222222222222,0.5,0.0,0.1111111111111111,0.4444444444444444,0.05555555555555555,0.3333333333333333,0.0,0.2777777777777778,0.3888888888888889,0.5,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.2777777777777778
